Cross-sectional area,90-degree ampacity
0.00000546,58.5916129
0.00000655,74.8440367
0.00000765,68.49606299
0.00000874,87.33836207
0.00000983,138.8145315
0.0000109,87.09969789
2.00E-05,38.375
4.00E-05,42.254
6.00E-05,61.875
8.00E-05,63.826
